CWE_ID,Name,Description,URL
353,Missing Support for Integrity Check,"The product uses a transmission protocol that does not include a mechanism for verifying the integrity of the data during transmission, such as a checksum.",https://cwe.mitre.org/data/definitions/353.html
354,Improper Validation of Integrity Check Value,"The product does not validate or incorrectly validates the integrity check values or ""checksums"" of a message. This may prevent it from detecting if the data has been modified or corrupted in transmission.",https://cwe.mitre.org/data/definitions/354.html
356,Product UI does not Warn User of Unsafe Actions,The product's user interface does not warn the user before undertaking an unsafe action on behalf of that user. This makes it easier for attackers to trick users into inflicting damage to their system.,https://cwe.mitre.org/data/definitions/356.html
357,Insufficient UI Warning of Dangerous Operations,"The user interface provides a warning to a user regarding dangerous or sensitive operations, but the warning is not noticeable enough to warrant attention.",https://cwe.mitre.org/data/definitions/357.html
358,Improperly Implemented Security Check for Standard,"The product does not implement or incorrectly implements one or more security-relevant checks as specified by the design of a standardized algorithm, protocol, or technique.",https://cwe.mitre.org/data/definitions/358.html
359,Exposure of Private Personal Information to an Unauthorized Actor,"The product does not properly prevent a person's private, personal information from being accessed by actors who either (1) are not explicitly authorized to access the information or (2) do not have the implicit consent of the person about whom the information is collected.",https://cwe.mitre.org/data/definitions/359.html
36,Absolute Path Traversal,"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize absolute path sequences such as ""/abs/path"" that can resolve to a location that is outside of that directory.",https://cwe.mitre.org/data/definitions/36.html
360,Trust of System Event Data,Security based on event locations are insecure and can be spoofed.,https://cwe.mitre.org/data/definitions/360.html
362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"The product contains a concurrent code sequence that requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence operating concurrently.",https://cwe.mitre.org/data/definitions/362.html
363,Race Condition Enabling Link Following,"The product checks the status of a file or directory before accessing it, which produces a race condition in which the file can be replaced with a link before the access is performed, causing the product to access the wrong file.",https://cwe.mitre.org/data/definitions/363.html
364,Signal Handler Race Condition,The product uses a signal handler that introduces a race condition.,https://cwe.mitre.org/data/definitions/364.html
366,Race Condition within a Thread,"If two threads of execution use a resource simultaneously, there exists the possibility that resources may be used while invalid, in turn making the state of execution undefined.",https://cwe.mitre.org/data/definitions/366.html
367,Time-of-check Time-of-use (TOCTOU) Race Condition,"The product checks the state of a resource before using that resource, but the resource's state can change between the check and the use in a way that invalidates the results of the check.",https://cwe.mitre.org/data/definitions/367.html
368,Context Switching Race Condition,"A product performs a series of non-atomic actions to switch between contexts that cross privilege or other security boundaries, but a race condition allows an attacker to modify or misrepresent the product's behavior during the switch.",https://cwe.mitre.org/data/definitions/368.html
369,Divide By Zero,The product divides a value by zero.,https://cwe.mitre.org/data/definitions/369.html
37,Path Traversal: '/absolute/pathname/here',"The product accepts input in the form of a slash absolute path ('/absolute/pathname/here') without appropriate validation, which can allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/37.html
370,Missing Check for Certificate Revocation after Initial Check,"The product does not check the revocation status of a certificate after its initial revocation check, which can cause the product to perform privileged actions even after the certificate is revoked at a later time.",https://cwe.mitre.org/data/definitions/370.html
374,Passing Mutable Objects to an Untrusted Method,The product sends non-cloned mutable data as an argument to a method or function.,https://cwe.mitre.org/data/definitions/374.html
375,Returning a Mutable Object to an Untrusted Caller,Sending non-cloned mutable data as a return value may result in that data being altered or deleted by the calling function.,https://cwe.mitre.org/data/definitions/375.html
377,Insecure Temporary File,Creating and using insecure temporary files can leave application and system data vulnerable to attack.,https://cwe.mitre.org/data/definitions/377.html
378,Creation of Temporary File With Insecure Permissions,"Opening temporary files without appropriate measures or controls can leave the file, its contents and any function that it impacts vulnerable to attack.",https://cwe.mitre.org/data/definitions/378.html
379,Creation of Temporary File in Directory with Insecure Permissions,The product creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file.,https://cwe.mitre.org/data/definitions/379.html
38,Path Traversal: '\absolute\pathname\here',"The product accepts input in the form of a backslash absolute path ('\absolute\pathname\here') without appropriate validation, which can allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/38.html
382,J2EE Bad Practices: Use of System.exit(),"A J2EE application uses System.exit(), which also shuts down its container.",https://cwe.mitre.org/data/definitions/382.html
383,J2EE Bad Practices: Direct Use of Threads,Thread management in a Web application is forbidden in some circumstances and is always highly error prone.,https://cwe.mitre.org/data/definitions/383.html
384,Session Fixation,"Authenticating a user, or otherwise establishing a new user session, without invalidating any existing session identifier gives an attacker the opportunity to steal authenticated sessions.",https://cwe.mitre.org/data/definitions/384.html
385,Covert Timing Channel,"Covert timing channels convey information by modulating some aspect of system behavior over time, so that the program receiving the information can observe system behavior and infer protected information.",https://cwe.mitre.org/data/definitions/385.html
386,Symbolic Name not Mapping to Correct Object,"A constant symbolic reference to an object is used, even though the reference can resolve to a different object over time.",https://cwe.mitre.org/data/definitions/386.html
39,Path Traversal: 'C:dirname',The product accepts input that contains a drive letter or Windows volume letter ('C:dirname') that potentially redirects access to an unintended location or arbitrary file.,https://cwe.mitre.org/data/definitions/39.html
390,Detection of Error Condition Without Action,"The product detects a specific error, but takes no actions to handle the error.",https://cwe.mitre.org/data/definitions/390.html
392,Missing Report of Error Condition,The product encounters an error but does not provide a status code or return value to indicate that an error has occurred.,https://cwe.mitre.org/data/definitions/392.html
393,Return of Wrong Status Code,"A function or operation returns an incorrect return value or status code that does not indicate the true result of execution, causing the product to modify its behavior based on the incorrect result.",https://cwe.mitre.org/data/definitions/393.html
394,Unexpected Status Code or Return Value,"The product does not properly check when a function or operation returns a value that is legitimate for the function, but is not expected by the product.",https://cwe.mitre.org/data/definitions/394.html
395,Use of NullPointerException Catch to Detect NULL Pointer Dereference,Catching NullPointerException should not be used as an alternative to programmatic checks to prevent dereferencing a null pointer.,https://cwe.mitre.org/data/definitions/395.html
396,Declaration of Catch for Generic Exception,Catching overly broad exceptions promotes complex error handling code that is more likely to contain security vulnerabilities.,https://cwe.mitre.org/data/definitions/396.html
397,Declaration of Throws for Generic Exception,The product throws or raises an overly broad exceptions that can hide important details and produce inappropriate responses to certain conditions.,https://cwe.mitre.org/data/definitions/397.html
40,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),The product accepts input that identifies a Windows UNC share ('\\UNC\share\name') that potentially redirects access to an unintended location or arbitrary file.,https://cwe.mitre.org/data/definitions/40.html
401,Missing Release of Memory after Effective Lifetime,"The product does not sufficiently track and release allocated memory after it has been used, making the memory unavailable for reallocation and reuse.",https://cwe.mitre.org/data/definitions/401.html
402,Transmission of Private Resources into a New Sphere ('Resource Leak'),The product makes resources available to untrusted parties when those resources are only intended to be accessed by the product.,https://cwe.mitre.org/data/definitions/402.html
403,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak'),"A process does not close sensitive file descriptors before invoking a child process, which allows the child to perform unauthorized I/O operations using those descriptors.",https://cwe.mitre.org/data/definitions/403.html
404,Improper Resource Shutdown or Release,The product does not release or incorrectly releases a resource before it is made available for re-use.,https://cwe.mitre.org/data/definitions/404.html
405,Asymmetric Resource Consumption (Amplification),"The product does not properly control situations in which an adversary can cause the product to consume or produce excessive resources without requiring the adversary to invest equivalent work or otherwise prove authorization, i.e., the adversary's influence is ""asymmetric.""",https://cwe.mitre.org/data/definitions/405.html
406,Insufficient Control of Network Message Volume (Network Amplification),"The product does not sufficiently monitor or control transmitted network traffic volume, so that an actor can cause the product to transmit more traffic than should be allowed for that actor.",https://cwe.mitre.org/data/definitions/406.html
407,Inefficient Algorithmic Complexity,"An algorithm in a product has an inefficient worst-case computational complexity that may be detrimental to system performance and can be triggered by an attacker, typically using crafted manipulations that ensure that the worst case is being reached.",https://cwe.mitre.org/data/definitions/407.html
408,Incorrect Behavior Order: Early Amplification,The product allows an entity to perform a legitimate but expensive operation before authentication or authorization has taken place.,https://cwe.mitre.org/data/definitions/408.html
409,Improper Handling of Highly Compressed Data (Data Amplification),The product does not handle or incorrectly handles a compressed input with a very high compression ratio that produces a large output.,https://cwe.mitre.org/data/definitions/409.html
41,Improper Resolution of Path Equivalence,The product is vulnerable to file system contents disclosure through path equivalence. Path equivalence involves the use of special characters in file and directory names. The associated manipulations are intended to generate multiple names for the same object.,https://cwe.mitre.org/data/definitions/41.html
410,Insufficient Resource Pool,"The product's resource pool is not large enough to handle peak demand, which allows an attacker to prevent others from accessing the resource by using a (relatively) large number of requests for resources.",https://cwe.mitre.org/data/definitions/410.html
412,Unrestricted Externally Accessible Lock,"The product properly checks for the existence of a lock, but the lock can be externally controlled or influenced by an actor that is outside of the intended sphere of control.",https://cwe.mitre.org/data/definitions/412.html
413,Improper Resource Locking,The product does not lock or does not correctly lock a resource when the product must have exclusive access to the resource.,https://cwe.mitre.org/data/definitions/413.html
414,Missing Lock Check,A product does not check to see if a lock is present before performing sensitive operations on a resource.,https://cwe.mitre.org/data/definitions/414.html
415,Double Free,The product calls free() twice on the same memory address.,https://cwe.mitre.org/data/definitions/415.html
416,Use After Free,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a location somewhere within the new allocation. Any operations using the original pointer are no longer valid because the memory ""belongs"" to the code that operates on the new pointer.",https://cwe.mitre.org/data/definitions/416.html
419,Unprotected Primary Channel,"The product uses a primary channel for administration or restricted functionality, but it does not properly protect the channel.",https://cwe.mitre.org/data/definitions/419.html
42,Path Equivalence: 'filename.' (Trailing Dot),"The product accepts path input in the form of trailing dot ('filedir.') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/42.html
420,Unprotected Alternate Channel,"The product protects a primary channel, but it does not use the same level of protection for an alternate channel.",https://cwe.mitre.org/data/definitions/420.html
421,Race Condition During Access to Alternate Channel,"The product opens an alternate channel to communicate with an authorized user, but the channel is accessible to other actors.",https://cwe.mitre.org/data/definitions/421.html
422,Unprotected Windows Messaging Channel ('Shatter'),"The product does not properly verify the source of a message in the Windows Messaging System while running at elevated privileges, creating an alternate channel through which an attacker can directly send a message to the product.",https://cwe.mitre.org/data/definitions/422.html
424,Improper Protection of Alternate Path,The product does not sufficiently protect all possible paths that a user can take to access restricted functionality or resources.,https://cwe.mitre.org/data/definitions/424.html
425,Direct Request ('Forced Browsing'),"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.",https://cwe.mitre.org/data/definitions/425.html
426,Untrusted Search Path,The product searches for critical resources using an externally-supplied search path that can point to resources that are not under the product's direct control.,https://cwe.mitre.org/data/definitions/426.html
427,Uncontrolled Search Path Element,"The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors.",https://cwe.mitre.org/data/definitions/427.html
428,Unquoted Search Path or Element,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path.",https://cwe.mitre.org/data/definitions/428.html
43,Path Equivalence: 'filename....' (Multiple Trailing Dot),"The product accepts path input in the form of multiple trailing dot ('filedir....') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/43.html
430,Deployment of Wrong Handler,"The wrong ""handler"" is assigned to process an object.",https://cwe.mitre.org/data/definitions/430.html
431,Missing Handler,A handler is not available or implemented.,https://cwe.mitre.org/data/definitions/431.html
432,Dangerous Signal Handler not Disabled During Sensitive Operations,"The product uses a signal handler that shares state with other signal handlers, but it does not properly mask or prevent those signal handlers from being invoked while the original signal handler is still running.",https://cwe.mitre.org/data/definitions/432.html
433,Unparsed Raw Web Content Delivery,The product stores raw content or supporting code under the web document root with an extension that is not specifically handled by the server.,https://cwe.mitre.org/data/definitions/433.html
434,Unrestricted Upload of File with Dangerous Type,The product allows the upload or transfer of dangerous file types that are automatically processed within its environment.,https://cwe.mitre.org/data/definitions/434.html
436,Interpretation Conflict,"Product A handles inputs or steps differently than Product B, which causes A to perform incorrect actions based on its perception of B's state.",https://cwe.mitre.org/data/definitions/436.html
437,Incomplete Model of Endpoint Features,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model.",https://cwe.mitre.org/data/definitions/437.html
439,Behavioral Change in New Version or Environment,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B.",https://cwe.mitre.org/data/definitions/439.html
44,Path Equivalence: 'file.name' (Internal Dot),"The product accepts path input in the form of internal dot ('file.ordir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/44.html
440,Expected Behavior Violation,"A feature, API, or function does not perform according to its specification.",https://cwe.mitre.org/data/definitions/440.html
441,Unintended Proxy or Intermediary ('Confused Deputy'),"The product receives a request, message, or directive from an upstream component, but the product does not sufficiently preserve the original source of the request before forwarding the request to an external actor that is outside of the product's control sphere. This causes the product to appear to be the source of the request, leading it to act as a proxy or other intermediary between the upstream component and the external actor.",https://cwe.mitre.org/data/definitions/441.html
444,Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),"The product acts as an intermediary HTTP agent          (such as a proxy or firewall) in the data flow between two          entities such as a client and server, but it does not          interpret malformed HTTP requests or responses in ways that          are consistent with how the messages will be processed by          those entities that are at the ultimate destination.",https://cwe.mitre.org/data/definitions/444.html
446,UI Discrepancy for Security Feature,"The user interface does not correctly enable or configure a security feature, but the interface provides feedback that causes the user to believe that the feature is in a secure state.",https://cwe.mitre.org/data/definitions/446.html
447,Unimplemented or Unsupported Feature in UI,"A UI function for a security feature appears to be supported and gives feedback to the user that suggests that it is supported, but the underlying functionality is not implemented.",https://cwe.mitre.org/data/definitions/447.html
448,Obsolete Feature in UI,A UI function is obsolete and the product does not warn the user.,https://cwe.mitre.org/data/definitions/448.html
449,The UI Performs the Wrong Action,The UI performs the wrong action with respect to the user's request.,https://cwe.mitre.org/data/definitions/449.html
45,Path Equivalence: 'file...name' (Multiple Internal Dot),"The product accepts path input in the form of multiple internal dot ('file...dir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/45.html
450,Multiple Interpretations of UI Input,The UI has multiple interpretations of user input but does not prompt the user when it selects the less secure interpretation.,https://cwe.mitre.org/data/definitions/450.html
451,User Interface (UI) Misrepresentation of Critical Information,"The user interface (UI) does not properly represent critical information to the user, allowing the information - or its source - to be obscured or spoofed. This is often a component in phishing attacks.",https://cwe.mitre.org/data/definitions/451.html
453,Insecure Default Variable Initialization,"The product, by default, initializes an internal variable with an insecure or less secure value than is possible.",https://cwe.mitre.org/data/definitions/453.html
454,External Initialization of Trusted Variables or Data Stores,The product initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.,https://cwe.mitre.org/data/definitions/454.html
455,Non-exit on Failed Initialization,"The product does not exit or otherwise modify its operation when security-relevant errors occur during initialization, such as when a configuration file has a format error or a hardware security module (HSM) cannot be activated, which can cause the product to execute in a less secure fashion than intended by the administrator.",https://cwe.mitre.org/data/definitions/455.html
456,Missing Initialization of a Variable,"The product does not initialize critical variables, which causes the execution environment to use unexpected values.",https://cwe.mitre.org/data/definitions/456.html
457,Use of Uninitialized Variable,"The code uses a variable that has not been initialized, leading to unpredictable or unintended results.",https://cwe.mitre.org/data/definitions/457.html
459,Incomplete Cleanup,"The product does not properly ""clean up"" and remove temporary or supporting resources after they have been used.",https://cwe.mitre.org/data/definitions/459.html
46,Path Equivalence: 'filename ' (Trailing Space),"The product accepts path input in the form of trailing space ('filedir ') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/46.html
460,Improper Cleanup on Thrown Exception,"The product does not clean up its state or incorrectly cleans up its state when an exception is thrown, leading to unexpected state or control flow.",https://cwe.mitre.org/data/definitions/460.html
462,Duplicate Key in Associative List (Alist),Duplicate keys in associative lists can lead to non-unique keys being mistaken for an error.,https://cwe.mitre.org/data/definitions/462.html
463,Deletion of Data Structure Sentinel,The accidental deletion of a data-structure sentinel can cause serious programming logic problems.,https://cwe.mitre.org/data/definitions/463.html
464,Addition of Data Structure Sentinel,The accidental addition of a data-structure sentinel can cause serious programming logic problems.,https://cwe.mitre.org/data/definitions/464.html
466,Return of Pointer Value Outside of Expected Range,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.,https://cwe.mitre.org/data/definitions/466.html
467,Use of sizeof() on a Pointer Type,"The code calls sizeof() on a pointer type, which can be an incorrect calculation if the programmer intended to determine the size of the data that is being pointed to.",https://cwe.mitre.org/data/definitions/467.html
468,Incorrect Pointer Scaling,"In C and C++, one may often accidentally refer to the wrong memory due to the semantics of when math operations are implicitly scaled.",https://cwe.mitre.org/data/definitions/468.html
469,Use of Pointer Subtraction to Determine Size,"The product subtracts one pointer from another in order to determine size, but this calculation can be incorrect if the pointers do not exist in the same memory chunk.",https://cwe.mitre.org/data/definitions/469.html
47,Path Equivalence: ' filename' (Leading Space),"The product accepts path input in the form of leading space (' filedir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/47.html
470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),"The product uses external input with reflection to select which classes or code to use, but it does not sufficiently prevent the input from selecting improper classes or code.",https://cwe.mitre.org/data/definitions/470.html
471,Modification of Assumed-Immutable Data (MAID),The product does not properly protect an assumed-immutable element from being modified by an attacker.,https://cwe.mitre.org/data/definitions/471.html
472,External Control of Assumed-Immutable Web Parameter,"The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields.",https://cwe.mitre.org/data/definitions/472.html
473,PHP External Variable Modification,"A PHP application does not properly protect against the modification of variables from external sources, such as query parameters or cookies. This can expose the application to numerous weaknesses that would not exist otherwise.",https://cwe.mitre.org/data/definitions/473.html
474,Use of Function with Inconsistent Implementations,The code uses a function that has inconsistent implementations across operating systems and versions.,https://cwe.mitre.org/data/definitions/474.html
475,Undefined Behavior for Input to API,The behavior of this function is undefined unless its control parameter is set to a specific value.,https://cwe.mitre.org/data/definitions/475.html
476,NULL Pointer Dereference,The product dereferences a pointer that it expects to be valid but is NULL.,https://cwe.mitre.org/data/definitions/476.html
477,Use of Obsolete Function,"The code uses deprecated or obsolete functions, which suggests that the code has not been actively reviewed or maintained.",https://cwe.mitre.org/data/definitions/477.html
478,Missing Default Case in Multiple Condition Expression,"The code does not have a default case in an expression with multiple conditions, such as a switch statement.",https://cwe.mitre.org/data/definitions/478.html
479,Signal Handler Use of a Non-reentrant Function,The product defines a signal handler that calls a non-reentrant function.,https://cwe.mitre.org/data/definitions/479.html
48,Path Equivalence: 'file name' (Internal Whitespace),"The product accepts path input in the form of internal space ('file(SPACE)name') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/48.html
480,Use of Incorrect Operator,"The product accidentally uses the wrong operator, which changes the logic in security-relevant ways.",https://cwe.mitre.org/data/definitions/480.html
481,Assigning instead of Comparing,The code uses an operator for assignment when the intention was to perform a comparison.,https://cwe.mitre.org/data/definitions/481.html
482,Comparing instead of Assigning,The code uses an operator for comparison when the intention was to perform an assignment.,https://cwe.mitre.org/data/definitions/482.html
483,Incorrect Block Delimitation,"The code does not explicitly delimit a block that is intended to contain 2 or more statements, creating a logic error.",https://cwe.mitre.org/data/definitions/483.html
484,Omitted Break Statement in Switch,"The product omits a break statement within a switch or similar construct, causing code associated with multiple conditions to execute. This can cause problems when the programmer only intended to execute code associated with one condition.",https://cwe.mitre.org/data/definitions/484.html
486,Comparison of Classes by Name,"The product compares classes by name, which can cause it to use the wrong class when multiple classes can have the same name.",https://cwe.mitre.org/data/definitions/486.html
487,Reliance on Package-level Scope,"Java packages are not inherently closed; therefore, relying on them for code security is not a good practice.",https://cwe.mitre.org/data/definitions/487.html
488,Exposure of Data Element to Wrong Session,"The product does not sufficiently enforce boundaries between the states of different sessions, causing data to be provided to, or used by, the wrong session.",https://cwe.mitre.org/data/definitions/488.html
489,Active Debug Code,The product is released with debugging code still enabled or active.,https://cwe.mitre.org/data/definitions/489.html
49,Path Equivalence: 'filename/' (Trailing Slash),"The product accepts path input in the form of trailing slash ('filedir/') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/49.html
491,Public cloneable() Method Without Final ('Object Hijack'),"A class has a cloneable() method that is not declared final, which allows an object to be created without calling the constructor. This can cause the object to be in an unexpected state.",https://cwe.mitre.org/data/definitions/491.html
492,Use of Inner Class Containing Sensitive Data,Inner classes are translated into classes that are accessible at package scope and may expose code that the programmer intended to keep private to attackers.,https://cwe.mitre.org/data/definitions/492.html
493,Critical Public Variable Without Final Modifier,"The product has a critical public variable that is not final, which allows the variable to be modified to contain unexpected values.",https://cwe.mitre.org/data/definitions/493.html
494,Download of Code Without Integrity Check,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,https://cwe.mitre.org/data/definitions/494.html
495,Private Data Structure Returned From A Public Method,"The product has a method that is declared public, but returns a reference to a private data structure, which could then be modified in unexpected ways.",https://cwe.mitre.org/data/definitions/495.html
496,Public Data Assigned to Private Array-Typed Field,Assigning public data to a private array is equivalent to giving public access to the array.,https://cwe.mitre.org/data/definitions/496.html
497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,The product does not properly prevent sensitive system-level information from being accessed by unauthorized actors who do not have the same level of access to the underlying system as the product does.,https://cwe.mitre.org/data/definitions/497.html
498,Cloneable Class Containing Sensitive Information,"The code contains a class with sensitive data, but the class is cloneable. The data can then be accessed by cloning the class.",https://cwe.mitre.org/data/definitions/498.html
499,Serializable Class Containing Sensitive Data,"The code contains a class with sensitive data, but the class does not explicitly deny serialization. The data can be accessed by serializing the class through another class.",https://cwe.mitre.org/data/definitions/499.html
5,J2EE Misconfiguration: Data Transmission Without Encryption,Information sent over a network can be compromised while in transit. An attacker may be able to read or modify the contents if the data are sent in plaintext or are weakly encrypted.,https://cwe.mitre.org/data/definitions/5.html
50,Path Equivalence: '//multiple/leading/slash',"The product accepts path input in the form of multiple leading slash ('//multiple/leading/slash') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/50.html
500,Public Static Field Not Marked Final,"An object contains a public static field that is not marked final, which might allow it to be modified in unexpected ways.",https://cwe.mitre.org/data/definitions/500.html
501,Trust Boundary Violation,The product mixes trusted and untrusted data in the same data structure or structured message.,https://cwe.mitre.org/data/definitions/501.html
502,Deserialization of Untrusted Data,The product deserializes untrusted data without sufficiently ensuring that the resulting data will be valid.,https://cwe.mitre.org/data/definitions/502.html
506,Embedded Malicious Code,The product contains code that appears to be malicious in nature.,https://cwe.mitre.org/data/definitions/506.html
507,Trojan Horse,"The product appears to contain benign or useful functionality, but it also contains code that is hidden from normal operation that violates the intended security policy of the user or the system administrator.",https://cwe.mitre.org/data/definitions/507.html
508,Non-Replicating Malicious Code,Non-replicating malicious code only resides on the target system or product that is attacked; it does not attempt to spread to other systems.,https://cwe.mitre.org/data/definitions/508.html
509,Replicating Malicious Code (Virus or Worm),"Replicating malicious code, including viruses and worms, will attempt to attack other systems once it has successfully compromised the target system or the product.",https://cwe.mitre.org/data/definitions/509.html
51,Path Equivalence: '/multiple//internal/slash',"The product accepts path input in the form of multiple internal slash ('/multiple//internal/slash/') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/51.html
510,Trapdoor,"A trapdoor is a hidden piece of code that responds to a special input, allowing its user access to resources without passing through the normal security enforcement mechanism.",https://cwe.mitre.org/data/definitions/510.html
511,Logic/Time Bomb,"The product contains code that is designed to disrupt the legitimate operation of the product (or its environment) when a certain time passes, or when a certain logical condition is met.",https://cwe.mitre.org/data/definitions/511.html
512,Spyware,"The product collects personally identifiable information about a human user or the user's activities, but the product accesses this information using other resources besides itself, and it does not require that user's explicit approval or direct input into the product.",https://cwe.mitre.org/data/definitions/512.html
514,Covert Channel,A covert channel is a path that can be used to transfer information in a way not intended by the system's designers.,https://cwe.mitre.org/data/definitions/514.html
515,Covert Storage Channel,A covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. What distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.,https://cwe.mitre.org/data/definitions/515.html
52,Path Equivalence: '/multiple/trailing/slash//',"The product accepts path input in the form of multiple trailing slash ('/multiple/trailing/slash//') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/52.html
520,.NET Misconfiguration: Use of Impersonation,Allowing a .NET application to run at potentially escalated levels of access to the underlying operating and file systems can be dangerous and result in various forms of attacks.,https://cwe.mitre.org/data/definitions/520.html
521,Weak Password Requirements,"The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts.",https://cwe.mitre.org/data/definitions/521.html
522,Insufficiently Protected Credentials,"The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval.",https://cwe.mitre.org/data/definitions/522.html
523,Unprotected Transport of Credentials,Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.,https://cwe.mitre.org/data/definitions/523.html
524,Use of Cache Containing Sensitive Information,"The code uses a cache that contains sensitive information, but the cache can be read by an actor outside of the intended control sphere.",https://cwe.mitre.org/data/definitions/524.html
525,Use of Web Browser Cache Containing Sensitive Information,The web application does not use an appropriate caching policy that specifies the extent to which each web page and associated form fields should be cached.,https://cwe.mitre.org/data/definitions/525.html
526,Cleartext Storage of Sensitive Information in an Environment Variable,The product uses an environment variable to store unencrypted sensitive information.,https://cwe.mitre.org/data/definitions/526.html
527,Exposure of Version-Control Repository to an Unauthorized Control Sphere,"The product stores a CVS, git, or other repository in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors.",https://cwe.mitre.org/data/definitions/527.html
528,Exposure of Core Dump File to an Unauthorized Control Sphere,"The product generates a core dump file in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors.",https://cwe.mitre.org/data/definitions/528.html
529,Exposure of Access Control List Files to an Unauthorized Control Sphere,The product stores access control list files in a directory or other container that is accessible to actors outside of the intended control sphere.,https://cwe.mitre.org/data/definitions/529.html
53,Path Equivalence: '\multiple\\internal\backslash',"The product accepts path input in the form of multiple internal backslash ('\multiple\trailing\\slash') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/53.html
530,Exposure of Backup File to an Unauthorized Control Sphere,A backup file is stored in a directory or archive that is made accessible to unauthorized actors.,https://cwe.mitre.org/data/definitions/530.html
531,Inclusion of Sensitive Information in Test Code,"Accessible test applications can pose a variety of security risks. Since developers or administrators rarely consider that someone besides themselves would even know about the existence of these applications, it is common for them to contain sensitive information or functions.",https://cwe.mitre.org/data/definitions/531.html
532,Insertion of Sensitive Information into Log File,The product writes sensitive information to a log file.,https://cwe.mitre.org/data/definitions/532.html
535,Exposure of Information Through Shell Error Message,"A command shell error message indicates that there exists an unhandled exception in the web application code. In many cases, an attacker can leverage the conditions that cause these errors in order to gain unauthorized access to the system.",https://cwe.mitre.org/data/definitions/535.html
536,Servlet Runtime Error Message Containing Sensitive Information,A servlet error message indicates that there exists an unhandled exception in your web application code and may provide useful information to an attacker.,https://cwe.mitre.org/data/definitions/536.html
